ReleasedDate	Released	Title	Genre	CreativeType	ProductionBudget	MaximumTheaters	Opening WeekendRevenue	DomesticBox Office	InternationalBox Office	WorldwideBox Office	Genre plotted
Nov 6, 2015	2015	The Peanuts Movie	Adventure	Kids Fiction	99000000.00	3902	44213073.00	130178411.00	119913199.00	250091610.00	Adventure
Feb 13, 2015	2015	Kingsman: The Secret Service	Action	Contemporary Fiction	94000000.00	3282	36206331.00	128261724.00	276300000.00	404561724.00	Action
Nov 25, 2015	2015	The Good Dinosaur	Adventure	Kids Fiction	187500000.00	3749	39155217.00	123087120.00	210683917.00	333771037.00	Adventure
Jun 5, 2015	2015	Spy!	Comedy	Contemporary Fiction	65000000.00	3715	29085719.00	110825712.00	121760036.00	232585748.00	Comedy
Jul 17, 2015	2015	Trainwreck	Comedy	Contemporary Fiction	35000000.00	3171	30097040.00	110212700.00	30911197.00	141123897.00	Comedy
Nov 25, 2015	2015	Creed	Drama	Contemporary Fiction	37000000.00	3502	29632823.00	109767581.00	63800000.00	173567581.00	Drama
May 22, 2015	2015	Tomorrowland	Adventure	Science Fiction	170000000.00	3972	33028165.00	93436322.00	113191196.00	206627518.00	Adventure
Mar 27, 2015	2015	Get Hard	Comedy	Contemporary Fiction	40000000.00	3212	33803253.00	90411453.00	16100000.00	106511453.00	Comedy
Jul 1, 2015	2015	Terminator: Genisys	Action	Science Fiction	155000000.00	3783	27018486.00	89760956.00	342389938.00	432150894.00	Action
Jan 9, 2015	2015	Taken 3	Action	Contemporary Fiction	48000000.00	3594	39201657.00	89256424.00	238400000.00	327656424.00	Action
Dec 18, 2015	2015	Sisters	Comedy	Contemporary Fiction	30000000.00	2978	13922855.00	87044645.00	18986015.00	106030660.00	Comedy
Dec 18, 2015	2015	Alvin and the Chipmunks: The Road Chip	Adventure	Kids Fiction	90000000.00	3705	14287159.00	85886987.00	163630969.00	249517956.00	Adventure
Sep 18, 2015	2015	Maze Runner: The Scorch Trials	Thriller/Suspense	Science Fiction	61000000.00	3792	30316510.00	81697192.00	228868970.00	310566162.00	Thriller/Suspense
Jun 26, 2015	2015	Ted 2	Comedy	Fantasy	68000000.00	3448	33507870.00	81476385.00	135737758.00	217214143.00	Comedy
Oct 16, 2015	2015	Goosebumps	Horror	Fantasy	58000000.00	3618	23618556.00	80069458.00	78835866.00	158905324.00	Horror
Jul 24, 2015	2015	Pixels	Adventure	Science Fiction	90000000.00	3723	24011616.00	78765986.00	165275818.00	244041804.00	Adventure
Jan 16, 2015	2015	Paddington	Adventure	Kids Fiction	55000000.00	3355	18966676.00	76223578.00	182565519.00	258789097.00	Adventure
Sep 25, 2015	2015	The Intern	Comedy	Contemporary Fiction	40000000.00	3320	17728313.00	75764672.00	121351038.00	197115710.00	Comedy
Oct 16, 2015	2015	Bridge of Spies	Thriller/Suspense	Historical Fiction	40000000.00	2873	15371203.00	72313754.00	90184584.00	162498338.00	Thriller/Suspense
Apr 17, 2015	2015	Paul Blart: Mall Cop 2	Adventure	Contemporary Fiction	38000000.00	3633	23762435.00	71091594.00	36559052.00	107650646.00	Adventure
Dec 11, 2015	2015	The Big Short	Drama	Historical Fiction	28000000.00	2529	705527.00	70259870.00	62902882.00	133162752.00	Drama
Aug 28, 2015	2015	War Room	Drama	Contemporary Fiction	3000000.00	1945	11351389.00	67790117.00	6185122.00	73975239.00	Drama
Jul 1, 2015	2015	Magic Mike XXL	Comedy	Contemporary Fiction	14500000.00	3355	12857184.00	66013057.00	57647540.00	123660597.00	Comedy
Sep 11, 2015	2015	The Visit	Thriller/Suspense	Contemporary Fiction	5000000.00	3148	25427560.00	65206105.00	33471711.00	98677816.00	Thriller/Suspense
Jan 16, 2015	2015	The Wedding Ringer	Comedy	Contemporary Fiction	23000000.00	3003	20649306.00	64460211.00	15711385.00	80171596.00	Comedy
Sep 18, 2015	2015	Black Mass	Drama	Dramatization	53000000.00	3188	22635037.00	62575678.00	36262194.00	98837872.00	Drama
Jul 29, 2015	2015	Vacation	Comedy	Contemporary Fiction	31000000.00	3430	14681108.00	58884188.00	43422312.00	102306500.00	Comedy
Sep 11, 2015	2015	The Perfect Guy	Thriller/Suspense	Contemporary Fiction	18000000.00	2230	25888154.00	57027435.00	3250731.00	60278166.00	Thriller/Suspense
Dec 25, 2015	2015	Joy	Drama	Dramatization	60000000.00	2924	17015168.00	56451232.00	44682827.00	101134059.00	Drama
Aug 7, 2015	2015	Fantastic Four	Action	Super Hero	120000000.00	4004	25685737.00	56117548.00	111731639.00	167849187.00	Action
Dec 25, 2015	2015	The Hateful Eight	Western	Historical Fiction	62000000.00	2938	4610676.00	54117416.00	93747470.00	147864886.00	Drama
Feb 27, 2015	2015	Focus	Romantic Comedy	Contemporary Fiction	65000000.00	3323	18685137.00	53862963.00	114202737.00	168065700.00	Comedy
Jul 24, 2015	2015	Southpaw	Drama	Contemporary Fiction	30000000.00	2774	16701294.00	52421953.00	41734503.00	94156456.00	Drama
Jun 5, 2015	2015	Insidious Chapter 3	Horror	Contemporary Fiction	10000000.00	3014	22692741.00	52218558.00	68234597.00	120453155.00	Horror
Jan 9, 2015	2015	Selma	Drama	Dramatization	20000000.00	2235	571450.00	52076908.00	14699668.00	66776576.00	Drama
Feb 6, 2015	2015	Jupiter Ascending	Action	Science Fiction	179000000.00	3885	18372372.00	47482519.00	134500000.00	181982519.00	Action
May 22, 2015	2015	Poltergeist	Horror	Fantasy	35000000.00	3242	22620386.00	47425125.00	48287944.00	95713069.00	Horror
Sep 18, 2015	2015	Sicario	Thriller/Suspense	Contemporary Fiction	30000000.00	2620	401288.00	46889293.00	37508587.00	84397880.00	Thriller/Suspense
Aug 14, 2015	2015	The Man From U.N.C.L.E.	Action	Historical Fiction	75000000.00	3673	13421036.00	45445109.00	59504475.00	104949584.00	Action
Nov 6, 2015	2015	Spotlight	Drama	Dramatization	20000000.00	1227	295009.00	45055776.00	47032684.00	92088460.00	Drama
Feb 20, 2015	2015	McFarland, USA	Drama	Dramatization	17000000.00	2792	11020798.00	44480275.00	1227649.00	45707924.00	Drama
Aug 7, 2015	2015	The Gift	Thriller/Suspense	Contemporary Fiction	5000000.00	2503	11854273.00	43787265.00	15191212.00	58978477.00	Thriller/Suspense
Sep 18, 2015	2015	Everest	Thriller/Suspense	Dramatization	65000000.00	3009	7222035.00	43482270.00	177814791.00	221297061.00	Thriller/Suspense
Nov 20, 2015	2015	The Night Before	Comedy	Contemporary Fiction	25000000.00	2960	9880536.00	43035725.00	9391621.00	52427346.00	Comedy
Dec 4, 2015	2015	Krampus	Black Comedy	Fantasy	15000000.00	2919	16293325.00	42725475.00	19062918.00	61788393.00	Comedy
Jun 26, 2015	2015	Max	Adventure	Contemporary Fiction	20000000.00	2870	12155254.00	42656255.00	1001902.00	43658157.00	Adventure
Apr 24, 2015	2015	The Age of Adaline	Drama	Fantasy	30000000.00	3070	13203458.00	42629776.00	26354760.00	68984536.00	Drama
Nov 4, 2015	2015	Brooklyn	Drama	Historical Fiction	11000000.00	962	187281.00	38322743.00	23753398.00	62076141.00	Drama
Apr 10, 2015	2015	The Longest Ride	Drama	Contemporary Fiction	34000000.00	3371	13019686.00	37446117.00	26356811.00	63802928.00	Drama
Jan 23, 2015	2015	The Boy Next Door	Thriller/Suspense	Contemporary Fiction	4000000.00	2615	14910105.00	36006065.00	17395873.00	53401938.00	Thriller/Suspense
Oct 9, 2015	2015	Pan	Adventure	Fantasy	150000000.00	3515	15315435.00	35088320.00	116437653.00	151525973.00	Adventure
May 8, 2015	2015	Hot Pursuit	Comedy	Contemporary Fiction	35000000.00	3037	13942258.00	34580201.00	11091311.00	45671512.00	Comedy
Dec 25, 2015	2015	Concussion	Drama	Contemporary Fiction	35000000.00	2841	10513749.00	34531832.00	15831958.00	50363790.00	Drama
Feb 20, 2015	2015	The DUFF	Comedy	Contemporary Fiction	8500000.00	2622	10809149.00	34030343.00	9498291.00	43528634.00	Comedy
Apr 1, 2015	2015	Woman in Gold	Drama	Contemporary Fiction	11000000.00	2011	2091551.00	33307793.00	25278614.00	58586407.00	Drama
Mar 6, 2015	2015	The Second Best Exotic Marigold Hotel	Comedy	Contemporary Fiction	10000000.00	2022	8540370.00	33078266.00	57306040.00	90384306.00	Comedy
Apr 17, 2015	2015	Unfriended	Horror	Fantasy	1000000.00	2775	15845115.00	32789645.00	31574553.00	64364198.00	Horror
Jun 3, 2015	2015	Entourage	Comedy	Contemporary Fiction	30000000.00	3108	10283250.00	32363404.00	14075134.00	46438538.00	Comedy
Jul 24, 2015	2015	Paper Towns	Drama	Contemporary Fiction	12000000.00	3031	12650140.00	32000304.00	53450180.00	85450484.00	Drama
Mar 6, 2015	2015	Chappie	Action	Science Fiction	49000000.00	3201	13346782.00	31569268.00	73432788.00	105002056.00	Action
Oct 16, 2015	2015	Crimson Peak	Horror	Contemporary Fiction	55000000.00	2991	13143310.00	31090320.00	43876534.00	74966854.00	Horror
Sep 2, 2015	2015	A Walk in the Woods	Adventure	Dramatization	0.00	2158	8246267.00	29499394.00	5729730.00	35229124.00	Adventure
Dec 25, 2015	2015	Point Break	Action	Contemporary Fiction	100000000.00	2910	9800252.00	28782481.00	97922110.00	126704591.00	Action
Aug 21, 2015	2015	Sinister 2	Horror	Fantasy	10000000.00	2799	10542116.00	27740955.00	26363270.00	54104225.00	Horror
Oct 23, 2015	2015	The Last Witch Hunter	Action	Fantasy	80000000.00	3082	10812861.00	27367660.00	103451252.00	130818912.00	Action
Aug 26, 2015	2015	No Escape	Thriller/Suspense	Contemporary Fiction	5000000.00	3415	8111264.00	27288872.00	15555644.00	42844516.00	Thriller/Suspense
Aug 7, 2015	2015	Ricki and the Flash	Drama	Contemporary Fiction	18000000.00	2064	6618610.00	26839498.00	14326535.00	41166033.00	Drama
Jan 2, 2015	2015	The Woman in Black 2: Angel of Death	Horror	Fantasy	0.00	2602	15027415.00	26501323.00	18505369.00	45006692.00	Horror
Mar 13, 2015	2015	Run All Night	Action	Contemporary Fiction	50000000.00	3171	11012305.00	26461644.00	40500000.00	66961644.00	Action
Nov 13, 2015	2015	Love the Coopers	Comedy	Contemporary Fiction	18000000.00	2603	8317545.00	26302731.00	15924759.00	42227490.00	Comedy
Feb 27, 2015	2015	The Lazarus Effect	Horror	Science Fiction	5000000.00	2666	10203437.00	25801570.00	12557740.00	38359310.00	Horror
Apr 10, 2015	2015	Ex Machina	Thriller/Suspense	Science Fiction	13000000.00	2004	237264.00	25440971.00	12917421.00	38358392.00	Thriller/Suspense
Dec 11, 2015	2015	In the Heart of the Sea	Adventure	Dramatization	100000000.00	3103	11053366.00	25020758.00	64672551.00	89693309.00	Adventure
Jul 10, 2015	2015	The Gallows	Horror	Fantasy	100000.00	2720	9808463.00	22764410.00	18892064.00	41656474.00	Horror
Aug 21, 2015	2015	Hitman: Agent 47	Action	Contemporary Fiction	35000000.00	3273	8326530.00	22467450.00	59715353.00	82182803.00	Action
Jan 30, 2015	2015	Project Almanac	Adventure	Science Fiction	12000000.00	2900	8310252.00	22348241.00	10561196.00	32909437.00	Adventure
Jan 30, 2015	2015	Black or White	Drama	Contemporary Fiction	9000000.00	1823	6213362.00	21571189.00	399832.00	21971021.00	Drama
Dec 16, 2016	2016	Rogue One: A Star Wars Story	Adventure	Science Fiction	200000000.00	4157	155081681.00	532177324.00	516926732.00	1049104056.00	Adventure
Jun 17, 2016	2016	Finding Dory	Adventure	Kids Fiction	200000000.00	4305	135060273.00	486295561.00	534926806.00	1021222367.00	Adventure
May 6, 2016	2016	Captain America: Civil War	Action	Super Hero	250000000.00	4226	179139142.00	408084349.00	731990668.00	1140075017.00	Action
Jul 8, 2016	2016	The Secret Life of Pets	Adventure	Kids Fiction	75000000.00	4381	104352905.00	368384330.00	518383092.00	886767422.00	Adventure
Apr 15, 2016	2016	The Jungle Book	Adventure	Fantasy	175000000.00	4144	103261464.00	364001123.00	598858011.00	962859134.00	Adventure
Feb 12, 2016	2016	Deadpool	Action	Super Hero	58000000.00	3856	132434639.00	363070709.00	437954884.00	801025593.00	Action
Mar 4, 2016	2016	Zootopia	Adventure	Kids Fiction	150000000.00	3959	75063401.00	341268248.00	678436100.00	1019704348.00	Adventure
Mar 25, 2016	2016	Batman v Superman: Dawn of Justice	Action	Super Hero	250000000.00	4256	166007347.00	330360194.00	537140087.00	867500281.00	Action
Aug 5, 2016	2016	Suicide Squad	Action	Super Hero	175000000.00	4255	133682248.00	325100054.00	420969188.00	746069242.00	Action
Dec 21, 2016	2016	Sing	Adventure	Kids Fiction	75000000.00	4029	35258145.00	270329045.00	364129526.00	634458571.00	Adventure
Nov 23, 2016	2016	Moana	Musical	Kids Fiction	150000000.00	3875	56631401.00	248757044.00	388760321.00	637517365.00	Concert/Musical
Nov 18, 2016	2016	Fantastic Beasts and Where to Find Them	Adventure	Fantasy	180000000.00	4144	74403387.00	234037575.00	568365931.00	802403506.00	Adventure
Nov 4, 2016	2016	Doctor Strange	Action	Super Hero	165000000.00	3882	85058311.00	232641920.00	443763550.00	676405470.00	Action
Dec 25, 2016	2016	Hidden Figures	Drama	Dramatization	25000000.00	3416	515499.00	169607287.00	62164429.00	231771716.00	Drama
Jul 29, 2016	2016	Jason Bourne	Action	Contemporary Fiction	120000000.00	4039	59215365.00	162192920.00	253977761.00	416170681.00	Action
Jul 22, 2016	2016	Star Trek Beyond	Adventure	Science Fiction	185000000.00	3928	59253211.00	158848340.00	176953893.00	335802233.00	Adventure
May 27, 2016	2016	X-Men: Apocalypse	Action	Super Hero	178000000.00	4153	65769562.00	155442489.00	387096333.00	542538822.00	Action
Nov 4, 2016	2016	Trolls	Adventure	Kids Fiction	125000000.00	4066	46581142.00	153707064.00	190367179.00	344074243.00	Adventure
Dec 9, 2016	2016	La La Land	Musical	Contemporary Fiction	20000000.00	3236	881104.00	151101803.00	275652164.00	426753967.00	Concert/Musical
Jan 29, 2016	2016	Kung Fu Panda 3	Adventure	Kids Fiction	140000000.00	3987	41282042.00	143528619.00	374070523.00	517599142.00	Adventure
Jul 15, 2016	2016	Ghostbusters	Comedy	Science Fiction	144000000.00	3963	46018755.00	128350574.00	100661621.00	229012195.00	Comedy
Jun 17, 2016	2016	Central Intelligence	Comedy	Contemporary Fiction	50000000.00	3508	35535250.00	127440871.00	89755940.00	217196811.00	Comedy
Jul 1, 2016	2016	The Legend of Tarzan	Adventure	Historical Fiction	180000000.00	3591	38527856.00	126643061.00	222260584.00	348903645.00	Adventure
Sep 9, 2016	2016	Sully	Drama	Dramatization	60000000.00	3955	35028301.00	125070033.00	113454683.00	238524716.00	Drama
Jul 29, 2016	2016	Bad Moms	Comedy	Contemporary Fiction	20000000.00	3215	23817340.00	113257297.00	67741449.00	180998746.00	Comedy
May 20, 2016	2016	The Angry Birds Movie	Adventure	Kids Fiction	73000000.00	3932	38155177.00	107509366.00	244818521.00	352327887.00	Adventure
Jun 24, 2016	2016	Independence Day: Resurgence	Action	Science Fiction	165000000.00	4091	41039944.00	103144286.00	281027803.00	384172089.00	Action
Jun 10, 2016	2016	The Conjuring 2: The Enfield Poltergeist	Horror	Fantasy	40000000.00	3356	40406314.00	102470008.00	208793009.00	311263017.00	Horror
Nov 11, 2016	2016	Arrival	Drama	Science Fiction	47000000.00	3115	24074047.00	100546139.00	102581755.00	203127894.00	Drama
Dec 21, 2016	2016	Passengers	Thriller/Suspense	Science Fiction	110000000.00	3478	14869736.00	100014699.00	202224973.00	302239672.00	Thriller/Suspense
Aug 12, 2016	2016	Sausage Party	Comedy	Fantasy	19000000.00	3135	34263534.00	97670358.00	43673926.00	141344284.00	Comedy
Sep 23, 2016	2016	The Magnificent Seven	Western	Historical Fiction	90000000.00	3696	34703397.00	93432655.00	69093303.00	162525958.00	Drama
Jan 15, 2016	2016	Ride Along 2	Comedy	Contemporary Fiction	40000000.00	3192	35243095.00	90862685.00	33964631.00	124827316.00	Comedy
Aug 26, 2016	2016	Don’t Breathe	Horror	Contemporary Fiction	10000000.00	3384	26411706.00	89217875.00	69755810.00	158973685.00	Horror
Sep 30, 2016	2016	Miss Peregrine’s Home for Peculiar …	Adventure	Fantasy	110000000.00	3835	28871140.00	87242834.00	208747253.00	295990087.00	Adventure
Oct 14, 2016	2016	The Accountant	Thriller/Suspense	Contemporary Fiction	40000000.00	3402	24710273.00	86260045.00	66702038.00	152962083.00	Thriller/Suspense
Jun 3, 2016	2016	Teenage Mutant Ninja Turtles: Out of …	Adventure	Super Hero	135000000.00	4071	35316382.00	82051601.00	163277995.00	245329596.00	Adventure
Jul 1, 2016	2016	The Purge: Election Year	Horror	Science Fiction	10000000.00	2821	31515110.00	79042440.00	39474690.00	118517130.00	Horror
May 27, 2016	2016	Alice Through the Looking Glass	Adventure	Fantasy	170000000.00	3763	26858726.00	77042381.00	199886991.00	276929372.00	Adventure
Aug 12, 2016	2016	Pete’s Dragon	Adventure	Kids Fiction	65000000.00	3702	21514095.00	76233151.00	61535824.00	137768975.00	Adventure
Oct 7, 2016	2016	The Girl on the Train	Thriller/Suspense	Contemporary Fiction	45000000.00	3241	24536265.00	75395035.00	98879865.00	174274900.00	Thriller/Suspense
Oct 21, 2016	2016	Tyler Perry’s Boo! A Madea Halloween	Comedy	Contemporary Fiction	20000000.00	2299	28501448.00	73206343.00	0.00	73206343.00	Comedy
Sep 23, 2016	2016	Storks	Adventure	Kids Fiction	70000000.00	3922	21311407.00	72679278.00	110674153.00	183353431.00	Adventure
Mar 11, 2016	2016	10 Cloverfield Lane	Thriller/Suspense	Contemporary Fiction	5000000.00	3427	24727437.00	72082999.00	36203423.00	108286422.00	Thriller/Suspense
Jul 22, 2016	2016	Lights Out	Horror	Fantasy	5000000.00	2835	21688103.00	67268835.00	81538498.00	148807333.00	Horror
Nov 4, 2016	2016	Hacksaw Ridge	Drama	Dramatization	40000000.00	2971	15190758.00	67209615.00	101695101.00	168904716.00	Drama
Mar 18, 2016	2016	The Divergent Series: Allegiant	Action	Science Fiction	110000000.00	3740	29027348.00	66184051.00	105838466.00	172022517.00	Action
Jun 10, 2016	2016	Now You See Me 2	Thriller/Suspense	Contemporary Fiction	90000000.00	3232	22383146.00	65075540.00	263249854.00	328325394.00	Thriller/Suspense
Jul 22, 2016	2016	Ice Age: Collision Course	Adventure	Kids Fiction	105000000.00	3997	21373064.00	64063008.00	338093674.00	402156682.00	Adventure
Apr 8, 2016	2016	The Boss	Comedy	Contemporary Fiction	29000000.00	3495	23586645.00	63077560.00	15574835.00	78652395.00	Comedy
Mar 4, 2016	2016	London Has Fallen	Action	Contemporary Fiction	60000000.00	3492	21635601.00	62524260.00	132670868.00	195195128.00	Action
Mar 16, 2016	2016	Miracles from Heaven	Drama	Dramatization	13000000.00	3155	14812393.00	61705123.00	12093597.00	73798720.00	Drama
Sep 30, 2016	2016	Deepwater Horizon	Drama	Dramatization	156000000.00	3403	20223544.00	61433527.00	61171555.00	122605082.00	Drama
Dec 23, 2016	2016	Why Him?	Comedy	Contemporary Fiction	38000000.00	3008	11002986.00	60323786.00	57104408.00	117428194.00	Comedy
Mar 25, 2016	2016	My Big Fat Greek Wedding 2	Comedy	Contemporary Fiction	18000000.00	3179	17861950.00	59689605.00	32406953.00	92096558.00	Comedy
Oct 21, 2016	2016	Jack Reacher: Never Go Back	Action	Contemporary Fiction	60000000.00	3780	22872490.00	58697076.00	101252372.00	159949448.00	Action
Dec 16, 2016	2016	Fences	Drama	Historical Fiction	24000000.00	2368	129462.00	57682904.00	6599977.00	64282881.00	Drama
Jun 3, 2016	2016	Me Before You	Drama	Contemporary Fiction	20000000.00	2762	18723269.00	56245075.00	152020937.00	208266012.00	Drama
Jul 1, 2016	2016	The BFG	Adventure	Kids Fiction	140000000.00	3392	18775350.00	55483770.00	144163420.00	199647190.00	Adventure
May 20, 2016	2016	Neighbors 2: Sorority Rising	Comedy	Contemporary Fiction	35000000.00	3416	21760405.00	55340730.00	53417791.00	108758521.00	Comedy
Jun 24, 2016	2016	The Shallows	Drama	Contemporary Fiction	13000000.00	2962	16800868.00	55121623.00	63641819.00	118763442.00	Drama
Dec 9, 2016	2016	Office Christmas Party	Comedy	Contemporary Fiction	45000000.00	3210	16890204.00	54767494.00	36556159.00	91323653.00	Comedy
Dec 21, 2016	2016	Assassin’s Creed	Action	Science Fiction	125000000.00	2996	10278225.00	54647948.00	186112586.00	240760534.00	Action
Apr 15, 2016	2016	Barbershop: The Next Cut	Comedy	Contemporary Fiction	20000000.00	2676	20242415.00	54030051.00	374151.00	54404202.00	Comedy
Jan 15, 2016	2016	13 Hours: The Secret Soldiers of Beng…	Drama	Dramatization	50000000.00	2917	16194738.00	52853219.00	16558151.00	69411370.00	Drama
Nov 25, 2016	2016	Lion	Drama	Dramatization	12000000.00	1802	123360.00	51739495.00	97831532.00	149571027.00	Drama
Aug 19, 2016	2016	Kubo and the Two Strings	Adventure	Fantasy	55000000.00	3279	12608372.00	48023088.00	29525476.00	77548564.00	Adventure
Apr 22, 2016	2016	The Huntsman: Winter’s War	Action	Fantasy	115000000.00	3802	19445035.00	48003015.00	117146287.00	165149302.00	Action
Nov 18, 2016	2016	Manchester by the Sea	Drama	Contemporary Fiction	8500000.00	1213	256498.00	47695371.00	30038496.00	77733867.00	Drama
Jun 10, 2016	2016	Warcraft	Action	Fantasy	160000000.00	3406	24166110.00	47225655.00	378296626.00	425522281.00	Action
Feb 12, 2016	2016	How to be Single	Romantic Comedy	Contemporary Fiction	37000000.00	3357	17878911.00	46843513.00	53160012.00	100003525.00	Comedy
Jul 8, 2016	2016	Mike and Dave Need Wedding Dates	Comedy	Contemporary Fiction	33000000.00	3008	16628170.00	46009673.00	29888427.00	75898100.00	Comedy
Aug 19, 2016	2016	War Dogs	Comedy	Dramatization	50000000.00	3258	14685305.00	43034523.00	43200000.00	86234523.00	Comedy
Nov 11, 2016	2016	Almost Christmas	Drama	Contemporary Fiction	17000000.00	2379	15134235.00	42065185.00	428321.00	42493506.00	Drama
May 13, 2016	2016	Money Monster	Thriller/Suspense	Contemporary Fiction	27000000.00	3104	14788157.00	41012075.00	52457356.00	93469431.00	Thriller/Suspense
Nov 23, 2016	2016	Allied	Drama	Historical Fiction	106000000.00	3160	12701743.00	40098064.00	79169000.00	119267064.00	Drama
Jul 27, 2016	2016	Nerve	Thriller/Suspense	Contemporary Fiction	20000000.00	2538	9445456.00	38583626.00	32067079.00	70650705.00	Thriller/Suspense
Feb 19, 2016	2016	Risen	Drama	Historical Fiction	20000000.00	2915	11801271.00	36880033.00	9375730.00	46255763.00	Drama
May 20, 2016	2016	The Nice Guys	Black Comedy	Historical Fiction	50000000.00	2865	11203270.00	36261763.00	23334984.00	59596747.00	Comedy
Jan 22, 2016	2016	The Boy	Horror	Fantasy	10000000.00	2671	10778392.00	35819556.00	32401396.00	68220952.00	Horror
Jan 22, 2016	2016	Dirty Grandpa	Comedy	Contemporary Fiction	11500000.00	2912	11111875.00	35593113.00	69648297.00	105241410.00	Comedy
Oct 21, 2016	2016	Ouija: Origin of Evil	Horror	Fantasy	9000000.00	3168	14065500.00	35144505.00	46687361.00	81831866.00	Horror
Jan 22, 2016	2016	The 5th Wave	Action	Science Fiction	38000000.00	2908	10326356.00	34912982.00	76423416.00	111336398.00	Action
Oct 28, 2016	2016	Inferno	Thriller/Suspense	Contemporary Fiction	75000000.00	3576	14860425.00	34343574.00	185173971.00	219517545.00	Thriller/Suspense
Apr 29, 2016	2016	Mother’s Day	Romantic Comedy	Contemporary Fiction	25000000.00	3291	8369184.00	32492859.00	19874163.00	52367022.00	Comedy
Dec 21, 2016	2016	Patriots Day	Thriller/Suspense	Dramatization	40000000.00	3120	161306.00	31886361.00	20951628.00	52837989.00	Thriller/Suspense
Feb 26, 2016	2016	Gods of Egypt	Adventure	Fantasy	140000000.00	3117	14123903.00	31153464.00	107686914.00	138840378.00	Adventure
Dec 16, 2016	2016	Collateral Beauty	Drama	Contemporary Fiction	36000000.00	3528	7102085.00	31016021.00	54293380.00	85309401.00	Drama
Feb 5, 2016	2016	Hail, Caesar!	Comedy	Historical Fiction	22000000.00	2248	11355225.00	30080225.00	34080455.00	64160680.00	Comedy
Sep 9, 2016	2016	When the Bough Breaks	Thriller/Suspense	Contemporary Fiction	10000000.00	2246	14202323.00	29747603.00	1020846.00	30768449.00	Thriller/Suspense
Feb 12, 2016	2016	Zoolander 2	Comedy	Contemporary Fiction	50000000.00	3418	13841146.00	28848693.00	26500000.00	55348693.00	Comedy
Oct 21, 2016	2016	Moonlight	Drama	Historical Fiction	1500000.00	1564	402075.00	27854931.00	37390752.00	65245683.00	Drama
Jan 29, 2016	2016	The Finest Hours	Thriller/Suspense	Dramatization	70000000.00	3143	10288932.00	27569558.00	21683203.00	49252761.00	Thriller/Suspense
Aug 12, 2016	2016	Florence Foster Jenkins	Drama	Dramatization	29000000.00	1528	6601313.00	27383770.00	28616569.00	56000339.00	Drama
Aug 12, 2016	2016	Hell or High Water	Western	Contemporary Fiction	12000000.00	1505	621329.00	27007844.00	10576460.00	37584304.00	Drama
Jan 8, 2016	2016	The Forest	Thriller/Suspense	Fantasy	10000000.00	2509	12741176.00	26594261.00	14154969.00	40749230.00	Thriller/Suspense
Aug 19, 2016	2016	Ben-Hur	Drama	Historical Fiction	95000000.00	3084	11203815.00	26410477.00	65259244.00	91669721.00	Drama
Feb 19, 2016	2016	The Witch	Horror	Fantasy	3500000.00	2204	8800230.00	25138705.00	15315815.00	40454520.00	Horror
Sep 16, 2016	2016	Bridget Jones’s Baby	Romantic Comedy	Contemporary Fiction	35000000.00	2930	8571785.00	24139805.00	181679490.00	205819295.00	Comedy
Oct 14, 2016	2016	Kevin Hart: What Now?	Concert/Performance	Factual	10000000.00	2567	11767210.00	23591043.00	0.00	23591043.00	Concert/Musical
Dec 15, 2017	2017	Star Wars Ep. VIII: The Last Jedi	Adventure	Science Fiction	317000000.00	4232	220009584.00	620181382.00	696583402.00	1316764784.00	Adventure
Mar 17, 2017	2017	Beauty and the Beast	Musical	Fantasy	160000000.00	4210	174750616.00	504014165.00	755185541.00	1259199706.00	Concert/Musical
Jun 2, 2017	2017	Wonder Woman	Action	Super Hero	150000000.00	4165	103251471.00	412563408.00	408569970.00	821133378.00	Action
Dec 20, 2017	2017	Jumanji: Welcome to the Jungle	Adventure	Fantasy	90000000.00	3849	36169328.00	404508916.00	559987277.00	964496193.00	Adventure
May 5, 2017	2017	Guardians of the Galaxy Vol 2	Action	Super Hero	200000000.00	4347	146510104.00	389813101.00	472504158.00	862317259.00	Action
Jul 7, 2017	2017	Spider-Man: Homecoming	Action	Super Hero	175000000.00	4348	117027503.00	334201140.00	545965210.00	880166350.00	Action
Sep 8, 2017	2017	It	Horror	Historical Fiction	35000000.00	4148	123403419.00	327481748.00	369977480.00	697459228.00	Horror
Nov 3, 2017	2017	Thor: Ragnarok	Action	Super Hero	180000000.00	4080	122744989.00	315058289.00	531921735.00	846980024.00	Action
Jun 30, 2017	2017	Despicable Me 3	Adventure	Kids Fiction	75000000.00	4535	72434025.00	264624300.00	770338638.00	1034962938.00	Adventure
Nov 17, 2017	2017	Justice League	Action	Super Hero	300000000.00	4051	93842239.00	229024295.00	426929151.00	655953446.00	Action
Mar 3, 2017	2017	Logan	Action	Super Hero	127000000.00	4071	88411916.00	226277068.00	389186221.00	615463289.00	Action
Apr 14, 2017	2017	The Fate of the Furious	Action	Contemporary Fiction	250000000.00	4329	98786705.00	225764765.00	1009137963.00	1234902728.00	Action
Nov 22, 2017	2017	Coco	Musical	Kids Fiction	175000000.00	3987	50802605.00	209726015.00	588294210.00	798020225.00	Concert/Musical
Jul 21, 2017	2017	Dunkirk	Action	Dramatization	150000000.00	4014	50513488.00	190068280.00	309832580.00	499900860.00	Action
